words@vmi1969m		79.217	79.508	не
words@vmi1969m		79.508	79.799	могу
words@vmi1969m		79.799	80.09	так
words@vmi1969m		80.09	80.381	сказать
words@vmi1969m		80.381	80.672	/
words@vmi1969m		80.672	80.963	вот
words@vmi1969m		80.963	81.254	что
words@vmi1969m		81.254	81.545	значит
words@vmi1969m		81.545	81.836	заниматься
words@vmi1969m		81.836	82.13	шахматами
words@vmi1969m		82.13	82.133	шахматами
words@vmi1969m		83.129	83.319	это
words@vmi1969m		83.319	83.509	ж
words@vmi1969m		83.509	83.699	не
words@vmi1969m		83.699	83.889	то
words@vmi1969m		83.889	84.079	шо
words@vmi1969m		84.079	84.269	/
words@vmi1969m		84.269	84.459	/
words@vmi1969m		84.459	84.649	сидеть
words@vmi1969m		84.649	84.839	там
words@vmi1969m		84.839	85.029	/
words@vmi1969m		85.029	85.219	/
words@vmi1969m		85.219	85.409	за
words@vmi1969m		85.409	85.603	доской
words@vmi1969m		85.689	86.121	или
words@vmi1969m		86.121	86.553	сидеть
words@vmi1969m		86.553	86.985	за
words@vmi1969m		86.985	87.42	компьютером
words@vmi1969m		87.48	88.11	иии
words@vmi1969m		88.743	89.208	какое
words@vmi1969m		89.208	89.673	количество
words@vmi1969m		89.673	90.14	времени
words@vmi1969m		90.202	91.47	потому-что
words@vmi1969m		92.229	92.496	запросто
words@vmi1969m		92.496	92.763	ж
words@vmi1969m		92.763	93.03	может
words@vmi1969m		93.03	93.297	быть
words@vmi1969m		93.297	93.564	вот
words@vmi1969m		93.564	93.831	/
words@vmi1969m		93.831	94.098	например
words@vmi1969m		94.098	94.365	пошел
words@vmi1969m		94.365	94.632	в
words@vmi1969m		94.632	94.899	лес
words@vmi1969m		94.899	95.169	гулять
words@vmi1969m		95.339	95.693	вроде
words@vmi1969m		95.693	96.047	/
words@vmi1969m		96.047	96.401	к
words@vmi1969m		96.401	96.755	шахматам
words@vmi1969m		96.755	97.109	это
words@vmi1969m		97.109	97.463	не
words@vmi1969m		97.463	97.817	имеет
words@vmi1969m		97.817	98.171	к...
words@vmi1969m		98.171	98.525	какого-то
words@vmi1969m		98.525	98.879	прямого
words@vmi1969m		98.879	99.233	отношения
words@vmi1969m		99.233	99.587	/
words@vmi1969m		99.587	99.941	но
words@vmi1969m		99.941	100.295	вот
words@vmi1969m		100.295	100.649	во
words@vmi1969m		100.649	101.003	время
words@vmi1969m		101.003	101.357	прогулки
words@vmi1969m		101.357	101.711	вспомнилась
words@vmi1969m		101.711	102.065	какая-то
words@vmi1969m		102.065	102.42	позиция
words@vmi1969m		102.529	102.865	пришла
words@vmi1969m		102.865	103.201	в
